Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-02-06 10:00:00,Cyprus,Cyprus,CY,603.0,770.76,34.88,34.88,tsoc.org.cy,false,
2023-02-06 11:00:00,Cyprus,Cyprus,CY,620.68,792.63,32.97,32.97,tsoc.org.cy,false,
2023-02-06 12:00:00,Cyprus,Cyprus,CY,647.19,825.35,30.11,30.11,tsoc.org.cy,false,
2023-02-06 13:00:00,Cyprus,Cyprus,CY,722.35,918.37,21.99,21.99,tsoc.org.cy,false,
2023-02-06 14:00:00,Cyprus,Cyprus,CY,783.3,993.82,15.41,15.41,tsoc.org.cy,false,
2023-02-06 15:00:00,Cyprus,Cyprus,CY,825.99,1046.58,10.8,10.8,tsoc.org.cy,false,
2023-02-06 16:00:00,Cyprus,Cyprus,CY,831.87,1053.76,10.16,10.16,tsoc.org.cy,false,
2023-02-06 17:00:00,Cyprus,Cyprus,CY,856.83,1084.93,7.46,7.46,tsoc.org.cy,false,
2023-02-06 18:00:00,Cyprus,Cyprus,CY,842.74,1067.36,8.99,8.99,tsoc.org.cy,false,
2023-02-06 19:00:00,Cyprus,Cyprus,CY,837.13,1060.47,9.59,9.59,tsoc.org.cy,false,
2023-02-06 20:00:00,Cyprus,Cyprus,CY,860.27,1089.59,7.09,7.09,tsoc.org.cy,false,
2023-02-06 21:00:00,Cyprus,Cyprus,CY,878.76,1112.94,5.1,5.1,tsoc.org.cy,false,
2023-02-06 22:00:00,Cyprus,Cyprus,CY,838.87,1063.48,9.4,9.4,tsoc.org.cy,false,
2023-02-06 23:00:00,Cyprus,Cyprus,CY,789.27,1001.83,14.76,14.76,tsoc.org.cy,false,
2023-02-07 00:00:00,Cyprus,Cyprus,CY,769.1,976.85,16.94,16.94,tsoc.org.cy,false,
2023-02-07 01:00:00,Cyprus,Cyprus,CY,745.66,947.68,19.47,19.47,tsoc.org.cy,false,
2023-02-07 02:00:00,Cyprus,Cyprus,CY,759.02,964.35,18.03,18.03,tsoc.org.cy,false,
2023-02-07 03:00:00,Cyprus,Cyprus,CY,784.99,996.57,15.22,15.22,tsoc.org.cy,false,
2023-02-07 04:00:00,Cyprus,Cyprus,CY,813.58,1031.77,12.14,12.14,tsoc.org.cy,false,
2023-02-07 05:00:00,Cyprus,Cyprus,CY,817.93,1037.4,11.67,11.67,tsoc.org.cy,false,
2023-02-07 06:00:00,Cyprus,Cyprus,CY,707.52,901.07,23.59,23.59,tsoc.org.cy,false,
2023-02-07 07:00:00,Cyprus,Cyprus,CY,617.09,789.38,33.36,33.36,tsoc.org.cy,false,
2023-02-07 08:00:00,Cyprus,Cyprus,CY,565.14,725.07,38.97,38.97,tsoc.org.cy,false,
2023-02-07 09:00:00,Cyprus,Cyprus,CY,556.64,714.53,39.88,39.88,tsoc.org.cy,false,
2023-02-07 10:00:00,Cyprus,Cyprus,CY,522.67,672.27,43.55,43.55,tsoc.org.cy,false,
2023-02-07 11:00:00,Cyprus,Cyprus,CY,567.98,728.11,38.66,38.66,tsoc.org.cy,false,
2023-02-07 12:00:00,Cyprus,Cyprus,CY,638.52,815.07,31.04,31.04,tsoc.org.cy,false,
2023-02-07 13:00:00,Cyprus,Cyprus,CY,683.85,871.08,26.15,26.15,tsoc.org.cy,false,
2023-02-07 14:00:00,Cyprus,Cyprus,CY,771.13,979.07,16.72,16.72,tsoc.org.cy,false,
2023-02-07 15:00:00,Cyprus,Cyprus,CY,824.78,1045.16,10.93,10.93,tsoc.org.cy,false,
2023-02-07 16:00:00,Cyprus,Cyprus,CY,873.3,1105.55,5.69,5.69,tsoc.org.cy,false,
2023-02-07 17:00:00,Cyprus,Cyprus,CY,877.27,1110.48,5.26,5.26,tsoc.org.cy,false,
2023-02-07 18:00:00,Cyprus,Cyprus,CY,856.19,1084.17,7.53,7.53,tsoc.org.cy,false,
2023-02-07 19:00:00,Cyprus,Cyprus,CY,844.21,1069.28,8.83,8.83,tsoc.org.cy,false,
2023-02-07 20:00:00,Cyprus,Cyprus,CY,820.51,1039.83,11.39,11.39,tsoc.org.cy,false,
2023-02-07 21:00:00,Cyprus,Cyprus,CY,827.52,1048.83,10.63,10.63,tsoc.org.cy,false,
2023-02-07 22:00:00,Cyprus,Cyprus,CY,814.35,1032.68,12.05,12.05,tsoc.org.cy,false,
2023-02-07 23:00:00,Cyprus,Cyprus,CY,821.62,1042.08,11.27,11.27,tsoc.org.cy,false,
2023-02-08 00:00:00,Cyprus,Cyprus,CY,822.85,1043.82,11.13,11.13,tsoc.org.cy,false,
2023-02-08 01:00:00,Cyprus,Cyprus,CY,811.83,1030.14,12.32,12.32,tsoc.org.cy,false,
2023-02-08 02:00:00,Cyprus,Cyprus,CY,820.52,1040.98,11.39,11.39,tsoc.org.cy,false,
2023-02-08 03:00:00,Cyprus,Cyprus,CY,843.08,1069.0,8.95,8.95,tsoc.org.cy,false,
2023-02-08 04:00:00,Cyprus,Cyprus,CY,884.56,1120.4,4.47,4.47,tsoc.org.cy,false,
2023-02-08 05:00:00,Cyprus,Cyprus,CY,838.6,1063.25,9.43,9.43,tsoc.org.cy,false,
2023-02-08 06:00:00,Cyprus,Cyprus,CY,705.69,898.91,23.79,23.79,tsoc.org.cy,false,
2023-02-08 07:00:00,Cyprus,Cyprus,CY,617.7,789.83,33.29,33.29,tsoc.org.cy,false,
2023-02-08 08:00:00,Cyprus,Cyprus,CY,544.12,698.69,41.24,41.24,tsoc.org.cy,false,
2023-02-08 09:00:00,Cyprus,Cyprus,CY,518.16,666.61,44.04,44.04,tsoc.org.cy,false,
2023-02-08 10:00:00,Cyprus,Cyprus,CY,524.52,674.55,43.35,43.35,tsoc.org.cy,false,
2023-02-08 11:00:00,Cyprus,Cyprus,CY,525.21,675.44,43.28,43.28,tsoc.org.cy,false,
2023-02-08 12:00:00,Cyprus,Cyprus,CY,550.16,706.43,40.58,40.58,tsoc.org.cy,false,
2023-02-08 13:00:00,Cyprus,Cyprus,CY,618.78,791.17,33.17,33.17,tsoc.org.cy,false,
2023-02-08 14:00:00,Cyprus,Cyprus,CY,747.58,950.25,19.26,19.26,tsoc.org.cy,false,
2023-02-08 15:00:00,Cyprus,Cyprus,CY,860.95,1090.42,7.02,7.02,tsoc.org.cy,false,
2023-02-08 16:00:00,Cyprus,Cyprus,CY,886.8,1122.41,4.23,4.23,tsoc.org.cy,false,
2023-02-08 17:00:00,Cyprus,Cyprus,CY,889.45,1125.67,3.94,3.94,tsoc.org.cy,false,
2023-02-08 18:00:00,Cyprus,Cyprus,CY,881.18,1115.37,4.83,4.83,tsoc.org.cy,false,
2023-02-08 19:00:00,Cyprus,Cyprus,CY,885.7,1121.09,4.35,4.35,tsoc.org.cy,false,
2023-02-08 20:00:00,Cyprus,Cyprus,CY,894.41,1132.11,3.41,3.41,tsoc.org.cy,false,
2023-02-08 21:00:00,Cyprus,Cyprus,CY,888.48,1124.92,4.05,4.05,tsoc.org.cy,false,
2023-02-08 22:00:00,Cyprus,Cyprus,CY,873.78,1106.86,5.63,5.63,tsoc.org.cy,false,
2023-02-08 23:00:00,Cyprus,Cyprus,CY,869.78,1102.14,6.07,6.07,tsoc.org.cy,false,
2023-02-09 00:00:00,Cyprus,Cyprus,CY,856.39,1085.6,7.51,7.51,tsoc.org.cy,false,
2023-02-09 01:00:00,Cyprus,Cyprus,CY,850.89,1078.81,8.11,8.11,tsoc.org.cy,false,
2023-02-09 02:00:00,Cyprus,Cyprus,CY,842.63,1068.48,9.0,9.0,tsoc.org.cy,false,
2023-02-09 03:00:00,Cyprus,Cyprus,CY,861.54,1091.94,6.96,6.96,tsoc.org.cy,false,
2023-02-09 04:00:00,Cyprus,Cyprus,CY,886.92,1123.25,4.21,4.21,tsoc.org.cy,false,
2023-02-09 05:00:00,Cyprus,Cyprus,CY,849.66,1077.03,8.24,8.24,tsoc.org.cy,false,
2023-02-09 06:00:00,Cyprus,Cyprus,CY,714.09,909.46,22.88,22.88,tsoc.org.cy,false,
2023-02-09 07:00:00,Cyprus,Cyprus,CY,627.89,803.06,32.19,32.19,tsoc.org.cy,false,
2023-02-09 08:00:00,Cyprus,Cyprus,CY,541.33,696.08,41.54,41.54,tsoc.org.cy,false,
2023-02-09 09:00:00,Cyprus,Cyprus,CY,522.43,672.79,43.58,43.58,tsoc.org.cy,false,
2023-02-09 10:00:00,Cyprus,Cyprus,CY,529.7,681.85,42.79,42.79,tsoc.org.cy,false,
2023-02-09 11:00:00,Cyprus,Cyprus,CY,541.67,696.69,41.5,41.5,tsoc.org.cy,false,
2023-02-09 12:00:00,Cyprus,Cyprus,CY,585.51,750.79,36.77,36.77,tsoc.org.cy,false,
2023-02-09 13:00:00,Cyprus,Cyprus,CY,718.15,914.73,22.44,22.44,tsoc.org.cy,false,
2023-02-09 14:00:00,Cyprus,Cyprus,CY,860.99,1091.19,7.02,7.02,tsoc.org.cy,false,
2023-02-09 15:00:00,Cyprus,Cyprus,CY,906.41,1147.15,2.11,2.11,tsoc.org.cy,false,
2023-02-09 16:00:00,Cyprus,Cyprus,CY,912.77,1154.88,1.42,1.42,tsoc.org.cy,false,
2023-02-09 17:00:00,Cyprus,Cyprus,CY,908.77,1149.84,1.86,1.86,tsoc.org.cy,false,
2023-02-09 18:00:00,Cyprus,Cyprus,CY,905.37,1145.62,2.22,2.22,tsoc.org.cy,false,
2023-02-09 19:00:00,Cyprus,Cyprus,CY,907.92,1148.89,1.95,1.95,tsoc.org.cy,false,
2023-02-09 20:00:00,Cyprus,Cyprus,CY,895.27,1133.23,3.31,3.31,tsoc.org.cy,false,
2023-02-09 21:00:00,Cyprus,Cyprus,CY,894.7,1132.76,3.38,3.38,tsoc.org.cy,false,
2023-02-09 22:00:00,Cyprus,Cyprus,CY,883.6,1119.2,4.57,4.57,tsoc.org.cy,false,
2023-02-09 23:00:00,Cyprus,Cyprus,CY,876.13,1110.16,5.38,5.38,tsoc.org.cy,false,
2023-02-10 00:00:00,Cyprus,Cyprus,CY,864.86,1096.28,6.6,6.6,tsoc.org.cy,false,
2023-02-10 01:00:00,Cyprus,Cyprus,CY,876.88,1111.41,5.3,5.3,tsoc.org.cy,false,
2023-02-10 02:00:00,Cyprus,Cyprus,CY,875.06,1109.12,5.5,5.5,tsoc.org.cy,false,
2023-02-10 03:00:00,Cyprus,Cyprus,CY,859.84,1089.93,7.14,7.14,tsoc.org.cy,false,
2023-02-10 04:00:00,Cyprus,Cyprus,CY,872.9,1105.79,5.73,5.73,tsoc.org.cy,false,
2023-02-10 05:00:00,Cyprus,Cyprus,CY,858.69,1088.08,7.26,7.26,tsoc.org.cy,false,
2023-02-10 06:00:00,Cyprus,Cyprus,CY,770.41,978.7,16.8,16.8,tsoc.org.cy,false,
2023-02-10 07:00:00,Cyprus,Cyprus,CY,664.18,847.38,28.27,28.27,tsoc.org.cy,false,
2023-02-10 08:00:00,Cyprus,Cyprus,CY,701.69,893.76,24.22,24.22,tsoc.org.cy,false,
2023-02-10 09:00:00,Cyprus,Cyprus,CY,765.38,972.61,17.34,17.34,tsoc.org.cy,false,
2023-02-10 10:00:00,Cyprus,Cyprus,CY,805.06,1021.63,13.06,13.06,tsoc.org.cy,false,
2023-02-10 11:00:00,Cyprus,Cyprus,CY,788.48,1001.23,14.85,14.85,tsoc.org.cy,false,
2023-02-10 12:00:00,Cyprus,Cyprus,CY,789.09,1001.92,14.78,14.78,tsoc.org.cy,false,
2023-02-10 13:00:00,Cyprus,Cyprus,CY,828.12,1050.14,10.56,10.56,tsoc.org.cy,false,
2023-02-10 14:00:00,Cyprus,Cyprus,CY,852.53,1080.3,7.93,7.93,tsoc.org.cy,false,
2023-02-10 15:00:00,Cyprus,Cyprus,CY,879.6,1113.58,5.01,5.01,tsoc.org.cy,false,
2023-02-10 16:00:00,Cyprus,Cyprus,CY,865.28,1095.5,6.55,6.55,tsoc.org.cy,false,
2023-02-10 17:00:00,Cyprus,Cyprus,CY,874.35,1106.82,5.57,5.57,tsoc.org.cy,false,
2023-02-10 18:00:00,Cyprus,Cyprus,CY,885.43,1120.73,4.38,4.38,tsoc.org.cy,false,
2023-02-10 19:00:00,Cyprus,Cyprus,CY,874.85,1107.59,5.52,5.52,tsoc.org.cy,false,
2023-02-10 20:00:00,Cyprus,Cyprus,CY,848.11,1074.3,8.41,8.41,tsoc.org.cy,false,
2023-02-10 21:00:00,Cyprus,Cyprus,CY,823.31,1043.45,11.08,11.08,tsoc.org.cy,false,
2023-02-10 22:00:00,Cyprus,Cyprus,CY,811.98,1029.59,12.31,12.31,tsoc.org.cy,false,
2023-02-10 23:00:00,Cyprus,Cyprus,CY,811.0,1028.66,12.41,12.41,tsoc.org.cy,false,
2023-02-11 00:00:00,Cyprus,Cyprus,CY,796.19,1010.37,14.01,14.01,tsoc.org.cy,false,
2023-02-11 01:00:00,Cyprus,Cyprus,CY,763.64,969.84,17.53,17.53,tsoc.org.cy,false,
2023-02-11 02:00:00,Cyprus,Cyprus,CY,780.34,990.74,15.72,15.72,tsoc.org.cy,false,
2023-02-11 03:00:00,Cyprus,Cyprus,CY,781.65,992.3,15.58,15.58,tsoc.org.cy,false,
2023-02-11 04:00:00,Cyprus,Cyprus,CY,795.14,1008.98,14.13,14.13,tsoc.org.cy,false,
2023-02-11 05:00:00,Cyprus,Cyprus,CY,783.4,994.35,15.39,15.39,tsoc.org.cy,false,
2023-02-11 06:00:00,Cyprus,Cyprus,CY,736.03,935.73,20.51,20.51,tsoc.org.cy,false,
2023-02-11 07:00:00,Cyprus,Cyprus,CY,701.7,893.14,24.22,24.22,tsoc.org.cy,false,
2023-02-11 08:00:00,Cyprus,Cyprus,CY,632.63,807.58,31.68,31.68,tsoc.org.cy,false,
2023-02-11 09:00:00,Cyprus,Cyprus,CY,556.17,712.92,39.93,39.93,tsoc.org.cy,false,
2023-02-11 10:00:00,Cyprus,Cyprus,CY,574.18,735.05,37.99,37.99,tsoc.org.cy,false,
2023-02-11 11:00:00,Cyprus,Cyprus,CY,619.21,790.76,33.13,33.13,tsoc.org.cy,false,
2023-02-11 12:00:00,Cyprus,Cyprus,CY,679.72,865.99,26.59,26.59,tsoc.org.cy,false,
2023-02-11 13:00:00,Cyprus,Cyprus,CY,719.0,914.52,22.35,22.35,tsoc.org.cy,false,
2023-02-11 14:00:00,Cyprus,Cyprus,CY,765.53,971.76,17.33,17.33,tsoc.org.cy,false,
2023-02-11 15:00:00,Cyprus,Cyprus,CY,830.42,1052.22,10.32,10.32,tsoc.org.cy,false,
2023-02-11 16:00:00,Cyprus,Cyprus,CY,853.48,1080.84,7.83,7.83,tsoc.org.cy,false,
2023-02-11 17:00:00,Cyprus,Cyprus,CY,849.78,1076.22,8.23,8.23,tsoc.org.cy,false,
2023-02-11 18:00:00,Cyprus,Cyprus,CY,847.61,1073.57,8.46,8.46,tsoc.org.cy,false,
2023-02-11 19:00:00,Cyprus,Cyprus,CY,836.63,1059.93,9.65,9.65,tsoc.org.cy,false,
2023-02-11 20:00:00,Cyprus,Cyprus,CY,821.22,1040.79,11.31,11.31,tsoc.org.cy,false,
2023-02-11 21:00:00,Cyprus,Cyprus,CY,774.04,981.98,16.41,16.41,tsoc.org.cy,false,
2023-02-11 22:00:00,Cyprus,Cyprus,CY,744.59,945.42,19.59,19.59,tsoc.org.cy,false,
2023-02-11 23:00:00,Cyprus,Cyprus,CY,733.78,932.19,20.75,20.75,tsoc.org.cy,false,
2023-02-12 00:00:00,Cyprus,Cyprus,CY,741.04,941.48,19.97,19.97,tsoc.org.cy,false,
2023-02-12 01:00:00,Cyprus,Cyprus,CY,754.85,958.88,18.48,18.48,tsoc.org.cy,false,
2023-02-12 02:00:00,Cyprus,Cyprus,CY,767.01,974.13,17.16,17.16,tsoc.org.cy,false,
2023-02-12 03:00:00,Cyprus,Cyprus,CY,796.27,1010.63,14.01,14.01,tsoc.org.cy,false,
2023-02-12 04:00:00,Cyprus,Cyprus,CY,830.8,1053.64,10.28,10.28,tsoc.org.cy,false,
2023-02-12 05:00:00,Cyprus,Cyprus,CY,834.12,1058.28,9.92,9.92,tsoc.org.cy,false,
2023-02-12 06:00:00,Cyprus,Cyprus,CY,698.32,890.49,24.58,24.58,tsoc.org.cy,false,
2023-02-12 07:00:00,Cyprus,Cyprus,CY,640.83,819.47,30.79,30.79,tsoc.org.cy,false,
2023-02-12 08:00:00,Cyprus,Cyprus,CY,643.34,822.61,30.52,30.52,tsoc.org.cy,false,
2023-02-12 09:00:00,Cyprus,Cyprus,CY,621.73,795.85,32.86,32.86,tsoc.org.cy,false,
2023-02-12 10:00:00,Cyprus,Cyprus,CY,642.48,821.57,30.61,30.61,tsoc.org.cy,false,
2023-02-12 11:00:00,Cyprus,Cyprus,CY,656.98,839.49,29.05,29.05,tsoc.org.cy,false,
2023-02-12 12:00:00,Cyprus,Cyprus,CY,701.14,894.14,24.28,24.28,tsoc.org.cy,false,
2023-02-12 13:00:00,Cyprus,Cyprus,CY,741.48,944.01,19.92,19.92,tsoc.org.cy,false,
2023-02-12 14:00:00,Cyprus,Cyprus,CY,824.96,1046.99,10.91,10.91,tsoc.org.cy,false,
2023-02-12 15:00:00,Cyprus,Cyprus,CY,899.82,1139.32,2.82,2.82,tsoc.org.cy,false,
2023-02-12 16:00:00,Cyprus,Cyprus,CY,911.2,1153.17,1.59,1.59,tsoc.org.cy,false,
2023-02-12 17:00:00,Cyprus,Cyprus,CY,909.26,1150.68,1.8,1.8,tsoc.org.cy,false,
2023-02-12 18:00:00,Cyprus,Cyprus,CY,905.36,1145.81,2.22,2.22,tsoc.org.cy,false,
2023-02-12 19:00:00,Cyprus,Cyprus,CY,904.6,1144.91,2.31,2.31,tsoc.org.cy,false,
2023-02-12 20:00:00,Cyprus,Cyprus,CY,903.19,1143.28,2.46,2.46,tsoc.org.cy,false,
2023-02-12 21:00:00,Cyprus,Cyprus,CY,894.07,1132.12,3.44,3.44,tsoc.org.cy,false,
2023-02-12 22:00:00,Cyprus,Cyprus,CY,877.72,1112.04,5.21,5.21,tsoc.org.cy,false,
2023-02-12 23:00:00,Cyprus,Cyprus,CY,881.34,1116.86,4.82,4.82,tsoc.org.cy,false,
2023-02-13 00:00:00,Cyprus,Cyprus,CY,880.45,1115.95,4.91,4.91,tsoc.org.cy,false,
2023-02-13 01:00:00,Cyprus,Cyprus,CY,878.57,1113.7,5.12,5.12,tsoc.org.cy,false,
2023-02-13 02:00:00,Cyprus,Cyprus,CY,868.53,1101.13,6.2,6.2,tsoc.org.cy,false,
2023-02-13 03:00:00,Cyprus,Cyprus,CY,875.43,1109.54,5.46,5.46,tsoc.org.cy,false,
2023-02-13 04:00:00,Cyprus,Cyprus,CY,889.41,1126.54,3.95,3.95,tsoc.org.cy,false,
2023-02-13 05:00:00,Cyprus,Cyprus,CY,848.13,1075.36,8.4,8.4,tsoc.org.cy,false,
2023-02-13 06:00:00,Cyprus,Cyprus,CY,711.15,905.99,23.2,23.2,tsoc.org.cy,false,
2023-02-13 07:00:00,Cyprus,Cyprus,CY,611.79,783.2,33.93,33.93,tsoc.org.cy,false,
2023-02-13 08:00:00,Cyprus,Cyprus,CY,558.84,717.82,39.65,39.65,tsoc.org.cy,false,
2023-02-13 09:00:00,Cyprus,Cyprus,CY,558.66,717.59,39.67,39.67,tsoc.org.cy,false,
2023-02-13 10:00:00,Cyprus,Cyprus,CY,560.66,719.88,39.45,39.45,tsoc.org.cy,false,
2023-02-13 11:00:00,Cyprus,Cyprus,CY,572.65,734.68,38.16,38.16,tsoc.org.cy,false,
2023-02-13 12:00:00,Cyprus,Cyprus,CY,591.62,758.08,36.11,36.11,tsoc.org.cy,false,
2023-02-13 13:00:00,Cyprus,Cyprus,CY,666.87,851.04,27.98,27.98,tsoc.org.cy,false,
2023-02-13 14:00:00,Cyprus,Cyprus,CY,789.45,1002.55,14.74,14.74,tsoc.org.cy,false,
2023-02-13 15:00:00,Cyprus,Cyprus,CY,887.52,1123.73,4.15,4.15,tsoc.org.cy,false,
2023-02-13 16:00:00,Cyprus,Cyprus,CY,893.13,1130.42,3.54,3.54,tsoc.org.cy,false,
2023-02-13 17:00:00,Cyprus,Cyprus,CY,894.42,1131.97,3.41,3.41,tsoc.org.cy,false,
2023-02-13 18:00:00,Cyprus,Cyprus,CY,894.68,1132.32,3.38,3.38,tsoc.org.cy,false,
2023-02-13 19:00:00,Cyprus,Cyprus,CY,879.68,1113.65,5.0,5.0,tsoc.org.cy,false,
2023-02-13 20:00:00,Cyprus,Cyprus,CY,862.17,1091.93,6.89,6.89,tsoc.org.cy,false,
2023-02-13 21:00:00,Cyprus,Cyprus,CY,840.08,1064.57,9.27,9.27,tsoc.org.cy,false,
2023-02-13 22:00:00,Cyprus,Cyprus,CY,841.66,1066.86,9.1,9.1,tsoc.org.cy,false,
2023-02-13 23:00:00,Cyprus,Cyprus,CY,820.11,1040.25,11.43,11.43,tsoc.org.cy,false,
2023-02-14 00:00:00,Cyprus,Cyprus,CY,833.31,1056.95,10.01,10.01,tsoc.org.cy,false,
2023-02-14 01:00:00,Cyprus,Cyprus,CY,840.69,1066.3,9.21,9.21,tsoc.org.cy,false,
2023-02-14 02:00:00,Cyprus,Cyprus,CY,821.52,1042.33,11.28,11.28,tsoc.org.cy,false,
2023-02-14 03:00:00,Cyprus,Cyprus,CY,813.96,1032.66,12.09,12.09,tsoc.org.cy,false,
2023-02-14 04:00:00,Cyprus,Cyprus,CY,826.84,1048.3,10.7,10.7,tsoc.org.cy,false,
2023-02-14 05:00:00,Cyprus,Cyprus,CY,796.24,1010.38,14.01,14.01,tsoc.org.cy,false,
2023-02-14 06:00:00,Cyprus,Cyprus,CY,682.44,869.88,26.3,26.3,tsoc.org.cy,false,
2023-02-14 07:00:00,Cyprus,Cyprus,CY,578.68,741.77,37.5,37.5,tsoc.org.cy,false,
2023-02-14 08:00:00,Cyprus,Cyprus,CY,566.82,727.16,38.78,38.78,tsoc.org.cy,false,
2023-02-14 09:00:00,Cyprus,Cyprus,CY,591.95,758.4,36.07,36.07,tsoc.org.cy,false,
2023-02-14 10:00:00,Cyprus,Cyprus,CY,578.56,741.93,37.52,37.52,tsoc.org.cy,false,
2023-02-14 11:00:00,Cyprus,Cyprus,CY,571.25,732.9,38.31,38.31,tsoc.org.cy,false,
2023-02-14 12:00:00,Cyprus,Cyprus,CY,630.41,806.0,31.92,31.92,tsoc.org.cy,false,
2023-02-14 13:00:00,Cyprus,Cyprus,CY,703.5,896.33,24.02,24.02,tsoc.org.cy,false,
2023-02-14 14:00:00,Cyprus,Cyprus,CY,803.54,1020.09,13.22,13.22,tsoc.org.cy,false,
2023-02-14 15:00:00,Cyprus,Cyprus,CY,901.28,1140.92,2.66,2.66,tsoc.org.cy,false,
2023-02-14 16:00:00,Cyprus,Cyprus,CY,907.04,1147.78,2.04,2.04,tsoc.org.cy,false,
2023-02-14 17:00:00,Cyprus,Cyprus,CY,908.91,1150.07,1.84,1.84,tsoc.org.cy,false,
2023-02-14 18:00:00,Cyprus,Cyprus,CY,910.83,1152.49,1.63,1.63,tsoc.org.cy,false,
2023-02-14 19:00:00,Cyprus,Cyprus,CY,909.17,1150.51,1.81,1.81,tsoc.org.cy,false,
2023-02-14 20:00:00,Cyprus,Cyprus,CY,907.33,1148.34,2.01,2.01,tsoc.org.cy,false,
2023-02-14 21:00:00,Cyprus,Cyprus,CY,894.32,1132.29,3.42,3.42,tsoc.org.cy,false,
2023-02-14 22:00:00,Cyprus,Cyprus,CY,863.68,1094.3,6.73,6.73,tsoc.org.cy,false,
2023-02-14 23:00:00,Cyprus,Cyprus,CY,834.67,1058.34,9.86,9.86,tsoc.org.cy,false,
2023-02-15 00:00:00,Cyprus,Cyprus,CY,831.36,1054.4,10.22,10.22,tsoc.org.cy,false,
2023-02-15 01:00:00,Cyprus,Cyprus,CY,843.16,1069.25,8.94,8.94,tsoc.org.cy,false,
2023-02-15 02:00:00,Cyprus,Cyprus,CY,851.74,1079.96,8.01,8.01,tsoc.org.cy,false,
2023-02-15 03:00:00,Cyprus,Cyprus,CY,868.45,1100.68,6.21,6.21,tsoc.org.cy,false,
2023-02-15 04:00:00,Cyprus,Cyprus,CY,886.37,1122.66,4.27,4.27,tsoc.org.cy,false,
2023-02-15 05:00:00,Cyprus,Cyprus,CY,848.01,1075.04,8.42,8.42,tsoc.org.cy,false,
2023-02-15 06:00:00,Cyprus,Cyprus,CY,739.45,940.93,20.14,20.14,tsoc.org.cy,false,
2023-02-15 07:00:00,Cyprus,Cyprus,CY,669.09,854.0,27.74,27.74,tsoc.org.cy,false,
2023-02-15 08:00:00,Cyprus,Cyprus,CY,574.0,736.5,38.01,38.01,tsoc.org.cy,false,
2023-02-15 09:00:00,Cyprus,Cyprus,CY,546.11,701.94,41.02,41.02,tsoc.org.cy,false,
2023-02-15 10:00:00,Cyprus,Cyprus,CY,558.02,716.6,39.74,39.74,tsoc.org.cy,false,
2023-02-15 11:00:00,Cyprus,Cyprus,CY,570.29,731.72,38.41,38.41,tsoc.org.cy,false,
2023-02-15 12:00:00,Cyprus,Cyprus,CY,606.04,775.92,34.55,34.55,tsoc.org.cy,false,
2023-02-15 13:00:00,Cyprus,Cyprus,CY,666.73,850.96,27.99,27.99,tsoc.org.cy,false,
2023-02-15 14:00:00,Cyprus,Cyprus,CY,782.31,993.82,15.51,15.51,tsoc.org.cy,false,
2023-02-15 15:00:00,Cyprus,Cyprus,CY,882.1,1117.02,4.74,4.74,tsoc.org.cy,false,
2023-02-15 16:00:00,Cyprus,Cyprus,CY,894.87,1132.57,3.36,3.36,tsoc.org.cy,false,
2023-02-15 17:00:00,Cyprus,Cyprus,CY,889.29,1125.55,3.96,3.96,tsoc.org.cy,false,
2023-02-15 18:00:00,Cyprus,Cyprus,CY,879.32,1113.11,5.04,5.04,tsoc.org.cy,false,
2023-02-15 19:00:00,Cyprus,Cyprus,CY,885.56,1120.99,4.36,4.36,tsoc.org.cy,false,
2023-02-15 20:00:00,Cyprus,Cyprus,CY,862.51,1092.32,6.85,6.85,tsoc.org.cy,false,
2023-02-15 21:00:00,Cyprus,Cyprus,CY,845.93,1071.83,8.64,8.64,tsoc.org.cy,false,
2023-02-15 22:00:00,Cyprus,Cyprus,CY,814.9,1033.38,11.99,11.99,tsoc.org.cy,false,
2023-02-15 23:00:00,Cyprus,Cyprus,CY,822.27,1042.9,11.2,11.2,tsoc.org.cy,false,
2023-02-16 00:00:00,Cyprus,Cyprus,CY,802.72,1018.67,13.31,13.31,tsoc.org.cy,false,
2023-02-16 01:00:00,Cyprus,Cyprus,CY,819.42,1039.64,11.5,11.5,tsoc.org.cy,false,
2023-02-16 02:00:00,Cyprus,Cyprus,CY,837.12,1061.76,9.59,9.59,tsoc.org.cy,false,
2023-02-16 03:00:00,Cyprus,Cyprus,CY,850.54,1078.34,8.14,8.14,tsoc.org.cy,false,
2023-02-16 04:00:00,Cyprus,Cyprus,CY,875.42,1108.98,5.46,5.46,tsoc.org.cy,false,
2023-02-16 05:00:00,Cyprus,Cyprus,CY,826.8,1048.75,10.71,10.71,tsoc.org.cy,false,
2023-02-16 06:00:00,Cyprus,Cyprus,CY,708.7,902.91,23.46,23.46,tsoc.org.cy,false,
2023-02-16 07:00:00,Cyprus,Cyprus,CY,629.57,805.2,32.01,32.01,tsoc.org.cy,false,
2023-02-16 08:00:00,Cyprus,Cyprus,CY,568.0,729.09,38.66,38.66,tsoc.org.cy,false,
2023-02-16 09:00:00,Cyprus,Cyprus,CY,583.87,748.68,36.94,36.94,tsoc.org.cy,false,
2023-02-16 10:00:00,Cyprus,Cyprus,CY,572.67,734.81,38.15,38.15,tsoc.org.cy,false,
