Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Cyprus,Cyprus,CY,838.25,1063.32,9.47,9.47,tsoc.org.cy,false,
2023-01-01 01:00:00,Cyprus,Cyprus,CY,847.78,1075.49,8.44,8.44,tsoc.org.cy,false,
2023-01-01 02:00:00,Cyprus,Cyprus,CY,824.4,1046.41,10.97,10.97,tsoc.org.cy,false,
2023-01-01 03:00:00,Cyprus,Cyprus,CY,820.99,1042.16,11.34,11.34,tsoc.org.cy,false,
2023-01-01 04:00:00,Cyprus,Cyprus,CY,800.95,1017.05,13.5,13.5,tsoc.org.cy,false,
2023-01-01 05:00:00,Cyprus,Cyprus,CY,778.37,989.17,15.94,15.94,tsoc.org.cy,false,
2023-01-01 06:00:00,Cyprus,Cyprus,CY,633.66,810.19,31.57,31.57,tsoc.org.cy,false,
2023-01-01 07:00:00,Cyprus,Cyprus,CY,553.27,711.15,40.25,40.25,tsoc.org.cy,false,
2023-01-01 08:00:00,Cyprus,Cyprus,CY,532.66,685.82,42.47,42.47,tsoc.org.cy,false,
2023-01-01 09:00:00,Cyprus,Cyprus,CY,504.52,650.88,45.51,45.51,tsoc.org.cy,false,
2023-01-01 10:00:00,Cyprus,Cyprus,CY,507.78,654.9,45.16,45.16,tsoc.org.cy,false,
2023-01-01 11:00:00,Cyprus,Cyprus,CY,526.1,677.69,43.18,43.18,tsoc.org.cy,false,
2023-01-01 12:00:00,Cyprus,Cyprus,CY,593.34,760.94,35.92,35.92,tsoc.org.cy,false,
2023-01-01 13:00:00,Cyprus,Cyprus,CY,741.69,944.28,19.9,19.9,tsoc.org.cy,false,
2023-01-01 14:00:00,Cyprus,Cyprus,CY,834.13,1058.18,9.92,9.92,tsoc.org.cy,false,
2023-01-01 15:00:00,Cyprus,Cyprus,CY,845.65,1071.95,8.67,8.67,tsoc.org.cy,false,
2023-01-01 16:00:00,Cyprus,Cyprus,CY,849.01,1075.97,8.31,8.31,tsoc.org.cy,false,
2023-01-01 17:00:00,Cyprus,Cyprus,CY,846.95,1073.35,8.53,8.53,tsoc.org.cy,false,
2023-01-01 18:00:00,Cyprus,Cyprus,CY,847.35,1073.87,8.49,8.49,tsoc.org.cy,false,
2023-01-01 19:00:00,Cyprus,Cyprus,CY,848.42,1075.29,8.37,8.37,tsoc.org.cy,false,
2023-01-01 20:00:00,Cyprus,Cyprus,CY,841.42,1066.71,9.13,9.13,tsoc.org.cy,false,
2023-01-01 21:00:00,Cyprus,Cyprus,CY,838.63,1063.44,9.43,9.43,tsoc.org.cy,false,
2023-01-01 22:00:00,Cyprus,Cyprus,CY,849.09,1076.86,8.3,8.3,tsoc.org.cy,false,
2023-01-01 23:00:00,Cyprus,Cyprus,CY,831.72,1055.47,10.18,10.18,tsoc.org.cy,false,
2023-01-02 00:00:00,Cyprus,Cyprus,CY,826.9,1049.68,10.7,10.7,tsoc.org.cy,false,
2023-01-02 01:00:00,Cyprus,Cyprus,CY,803.53,1020.61,13.22,13.22,tsoc.org.cy,false,
2023-01-02 02:00:00,Cyprus,Cyprus,CY,777.51,988.1,16.03,16.03,tsoc.org.cy,false,
2023-01-02 03:00:00,Cyprus,Cyprus,CY,786.21,998.84,15.09,15.09,tsoc.org.cy,false,
2023-01-02 04:00:00,Cyprus,Cyprus,CY,771.91,980.61,16.64,16.64,tsoc.org.cy,false,
2023-01-02 05:00:00,Cyprus,Cyprus,CY,791.31,1004.89,14.54,14.54,tsoc.org.cy,false,
2023-01-02 06:00:00,Cyprus,Cyprus,CY,692.74,882.98,25.19,25.19,tsoc.org.cy,false,
2023-01-02 07:00:00,Cyprus,Cyprus,CY,582.6,746.92,37.08,37.08,tsoc.org.cy,false,
2023-01-02 08:00:00,Cyprus,Cyprus,CY,526.92,678.21,43.09,43.09,tsoc.org.cy,false,
2023-01-02 09:00:00,Cyprus,Cyprus,CY,520.79,670.69,43.76,43.76,tsoc.org.cy,false,
2023-01-02 10:00:00,Cyprus,Cyprus,CY,519.54,669.23,43.89,43.89,tsoc.org.cy,false,
2023-01-02 11:00:00,Cyprus,Cyprus,CY,538.62,692.58,41.83,41.83,tsoc.org.cy,false,
2023-01-02 12:00:00,Cyprus,Cyprus,CY,577.03,740.06,37.68,37.68,tsoc.org.cy,false,
2023-01-02 13:00:00,Cyprus,Cyprus,CY,682.68,870.9,26.27,26.27,tsoc.org.cy,false,
2023-01-02 14:00:00,Cyprus,Cyprus,CY,824.67,1046.41,10.94,10.94,tsoc.org.cy,false,
2023-01-02 15:00:00,Cyprus,Cyprus,CY,884.87,1120.73,4.44,4.44,tsoc.org.cy,false,
2023-01-02 16:00:00,Cyprus,Cyprus,CY,865.76,1096.69,6.5,6.5,tsoc.org.cy,false,
2023-01-02 17:00:00,Cyprus,Cyprus,CY,875.66,1109.05,5.43,5.43,tsoc.org.cy,false,
2023-01-02 18:00:00,Cyprus,Cyprus,CY,861.0,1090.77,7.01,7.01,tsoc.org.cy,false,
2023-01-02 19:00:00,Cyprus,Cyprus,CY,863.7,1094.24,6.72,6.72,tsoc.org.cy,false,
2023-01-02 20:00:00,Cyprus,Cyprus,CY,867.22,1098.82,6.34,6.34,tsoc.org.cy,false,
2023-01-02 21:00:00,Cyprus,Cyprus,CY,871.27,1104.15,5.91,5.91,tsoc.org.cy,false,
2023-01-02 22:00:00,Cyprus,Cyprus,CY,860.37,1090.91,7.08,7.08,tsoc.org.cy,false,
2023-01-02 23:00:00,Cyprus,Cyprus,CY,844.7,1071.69,8.78,8.78,tsoc.org.cy,false,
2023-01-03 00:00:00,Cyprus,Cyprus,CY,848.58,1076.76,8.36,8.36,tsoc.org.cy,false,
2023-01-03 01:00:00,Cyprus,Cyprus,CY,825.29,1047.77,10.87,10.87,tsoc.org.cy,false,
2023-01-03 02:00:00,Cyprus,Cyprus,CY,810.53,1029.32,12.47,12.47,tsoc.org.cy,false,
2023-01-03 03:00:00,Cyprus,Cyprus,CY,806.65,1024.25,12.88,12.88,tsoc.org.cy,false,
2023-01-03 04:00:00,Cyprus,Cyprus,CY,834.09,1058.07,9.92,9.92,tsoc.org.cy,false,
2023-01-03 05:00:00,Cyprus,Cyprus,CY,819.3,1039.44,11.52,11.52,tsoc.org.cy,false,
2023-01-03 06:00:00,Cyprus,Cyprus,CY,755.41,960.59,18.42,18.42,tsoc.org.cy,false,
2023-01-03 07:00:00,Cyprus,Cyprus,CY,641.07,819.3,30.77,30.77,tsoc.org.cy,false,
2023-01-03 08:00:00,Cyprus,Cyprus,CY,508.85,655.77,45.05,45.05,tsoc.org.cy,false,
2023-01-03 09:00:00,Cyprus,Cyprus,CY,482.63,623.38,47.88,47.88,tsoc.org.cy,false,
2023-01-03 10:00:00,Cyprus,Cyprus,CY,507.48,654.11,45.19,45.19,tsoc.org.cy,false,
2023-01-03 11:00:00,Cyprus,Cyprus,CY,493.76,637.09,46.68,46.68,tsoc.org.cy,false,
2023-01-03 12:00:00,Cyprus,Cyprus,CY,565.77,726.3,38.9,38.9,tsoc.org.cy,false,
2023-01-03 13:00:00,Cyprus,Cyprus,CY,705.13,898.65,23.85,23.85,tsoc.org.cy,false,
2023-01-03 14:00:00,Cyprus,Cyprus,CY,836.82,1061.29,9.63,9.63,tsoc.org.cy,false,
2023-01-03 15:00:00,Cyprus,Cyprus,CY,877.31,1111.17,5.25,5.25,tsoc.org.cy,false,
2023-01-03 16:00:00,Cyprus,Cyprus,CY,874.71,1107.8,5.53,5.53,tsoc.org.cy,false,
2023-01-03 17:00:00,Cyprus,Cyprus,CY,885.16,1120.83,4.41,4.41,tsoc.org.cy,false,
2023-01-03 18:00:00,Cyprus,Cyprus,CY,876.06,1109.52,5.39,5.39,tsoc.org.cy,false,
2023-01-03 19:00:00,Cyprus,Cyprus,CY,855.23,1083.61,7.64,7.64,tsoc.org.cy,false,
2023-01-03 20:00:00,Cyprus,Cyprus,CY,855.06,1083.6,7.66,7.66,tsoc.org.cy,false,
2023-01-03 21:00:00,Cyprus,Cyprus,CY,842.43,1068.08,9.02,9.02,tsoc.org.cy,false,
2023-01-03 22:00:00,Cyprus,Cyprus,CY,824.05,1045.51,11.01,11.01,tsoc.org.cy,false,
2023-01-03 23:00:00,Cyprus,Cyprus,CY,798.78,1014.3,13.73,13.73,tsoc.org.cy,false,
2023-01-04 00:00:00,Cyprus,Cyprus,CY,793.22,1007.6,14.33,14.33,tsoc.org.cy,false,
2023-01-04 01:00:00,Cyprus,Cyprus,CY,819.38,1040.42,11.51,11.51,tsoc.org.cy,false,
2023-01-04 02:00:00,Cyprus,Cyprus,CY,834.32,1059.06,9.9,9.9,tsoc.org.cy,false,
2023-01-04 03:00:00,Cyprus,Cyprus,CY,808.92,1027.09,12.64,12.64,tsoc.org.cy,false,
2023-01-04 04:00:00,Cyprus,Cyprus,CY,805.99,1022.94,12.96,12.96,tsoc.org.cy,false,
2023-01-04 05:00:00,Cyprus,Cyprus,CY,809.08,1026.67,12.62,12.62,tsoc.org.cy,false,
2023-01-04 06:00:00,Cyprus,Cyprus,CY,690.14,879.49,25.47,25.47,tsoc.org.cy,false,
2023-01-04 07:00:00,Cyprus,Cyprus,CY,575.1,737.72,37.89,37.89,tsoc.org.cy,false,
2023-01-04 08:00:00,Cyprus,Cyprus,CY,518.39,668.05,44.02,44.02,tsoc.org.cy,false,
2023-01-04 09:00:00,Cyprus,Cyprus,CY,495.43,639.9,46.5,46.5,tsoc.org.cy,false,
2023-01-04 10:00:00,Cyprus,Cyprus,CY,497.35,642.18,46.29,46.29,tsoc.org.cy,false,
2023-01-04 11:00:00,Cyprus,Cyprus,CY,504.45,650.88,45.52,45.52,tsoc.org.cy,false,
2023-01-04 12:00:00,Cyprus,Cyprus,CY,544.93,700.7,41.15,41.15,tsoc.org.cy,false,
2023-01-04 13:00:00,Cyprus,Cyprus,CY,636.46,813.27,31.26,31.26,tsoc.org.cy,false,
2023-01-04 14:00:00,Cyprus,Cyprus,CY,823.34,1044.74,11.08,11.08,tsoc.org.cy,false,
2023-01-04 15:00:00,Cyprus,Cyprus,CY,884.44,1120.12,4.48,4.48,tsoc.org.cy,false,
2023-01-04 16:00:00,Cyprus,Cyprus,CY,887.3,1123.53,4.17,4.17,tsoc.org.cy,false,
2023-01-04 17:00:00,Cyprus,Cyprus,CY,868.04,1099.43,6.25,6.25,tsoc.org.cy,false,
2023-01-04 18:00:00,Cyprus,Cyprus,CY,870.54,1102.61,5.98,5.98,tsoc.org.cy,false,
2023-01-04 19:00:00,Cyprus,Cyprus,CY,868.73,1100.46,6.18,6.18,tsoc.org.cy,false,
2023-01-04 20:00:00,Cyprus,Cyprus,CY,866.1,1097.37,6.46,6.46,tsoc.org.cy,false,
2023-01-04 21:00:00,Cyprus,Cyprus,CY,843.08,1068.91,8.95,8.95,tsoc.org.cy,false,
2023-01-04 22:00:00,Cyprus,Cyprus,CY,782.04,992.96,15.54,15.54,tsoc.org.cy,false,
2023-01-04 23:00:00,Cyprus,Cyprus,CY,749.47,952.6,19.06,19.06,tsoc.org.cy,false,
2023-01-05 00:00:00,Cyprus,Cyprus,CY,766.09,973.61,17.26,17.26,tsoc.org.cy,false,
2023-01-05 01:00:00,Cyprus,Cyprus,CY,788.51,1001.74,14.84,14.84,tsoc.org.cy,false,
2023-01-05 02:00:00,Cyprus,Cyprus,CY,824.18,1046.29,10.99,10.99,tsoc.org.cy,false,
2023-01-05 03:00:00,Cyprus,Cyprus,CY,852.86,1081.92,7.89,7.89,tsoc.org.cy,false,
2023-01-05 04:00:00,Cyprus,Cyprus,CY,869.54,1102.31,6.09,6.09,tsoc.org.cy,false,
2023-01-05 05:00:00,Cyprus,Cyprus,CY,858.96,1088.95,7.23,7.23,tsoc.org.cy,false,
2023-01-05 06:00:00,Cyprus,Cyprus,CY,771.89,981.37,16.64,16.64,tsoc.org.cy,false,
2023-01-05 07:00:00,Cyprus,Cyprus,CY,660.47,843.8,28.67,28.67,tsoc.org.cy,false,
2023-01-05 08:00:00,Cyprus,Cyprus,CY,606.06,776.64,34.55,34.55,tsoc.org.cy,false,
2023-01-05 09:00:00,Cyprus,Cyprus,CY,571.77,734.25,38.25,38.25,tsoc.org.cy,false,
2023-01-05 10:00:00,Cyprus,Cyprus,CY,566.79,728.15,38.79,38.79,tsoc.org.cy,false,
2023-01-05 11:00:00,Cyprus,Cyprus,CY,568.57,730.18,38.6,38.6,tsoc.org.cy,false,
2023-01-05 12:00:00,Cyprus,Cyprus,CY,625.9,800.8,32.4,32.4,tsoc.org.cy,false,
2023-01-05 13:00:00,Cyprus,Cyprus,CY,734.28,934.47,20.7,20.7,tsoc.org.cy,false,
2023-01-05 14:00:00,Cyprus,Cyprus,CY,852.99,1081.29,7.88,7.88,tsoc.org.cy,false,
2023-01-05 15:00:00,Cyprus,Cyprus,CY,897.97,1136.94,3.02,3.02,tsoc.org.cy,false,
2023-01-05 16:00:00,Cyprus,Cyprus,CY,896.12,1134.52,3.22,3.22,tsoc.org.cy,false,
2023-01-05 17:00:00,Cyprus,Cyprus,CY,903.18,1143.32,2.46,2.46,tsoc.org.cy,false,
2023-01-05 18:00:00,Cyprus,Cyprus,CY,908.12,1149.56,1.93,1.93,tsoc.org.cy,false,
2023-01-05 19:00:00,Cyprus,Cyprus,CY,916.64,1160.33,1.01,1.01,tsoc.org.cy,false,
2023-01-05 20:00:00,Cyprus,Cyprus,CY,916.58,1160.44,1.01,1.01,tsoc.org.cy,false,
2023-01-05 21:00:00,Cyprus,Cyprus,CY,915.57,1159.41,1.12,1.12,tsoc.org.cy,false,
2023-01-05 22:00:00,Cyprus,Cyprus,CY,911.64,1154.84,1.55,1.55,tsoc.org.cy,false,
2023-01-05 23:00:00,Cyprus,Cyprus,CY,912.71,1156.51,1.43,1.43,tsoc.org.cy,false,
2023-01-06 00:00:00,Cyprus,Cyprus,CY,911.72,1155.51,1.54,1.54,tsoc.org.cy,false,
2023-01-06 01:00:00,Cyprus,Cyprus,CY,911.15,1154.93,1.6,1.6,tsoc.org.cy,false,
2023-01-06 02:00:00,Cyprus,Cyprus,CY,911.01,1154.78,1.61,1.61,tsoc.org.cy,false,
2023-01-06 03:00:00,Cyprus,Cyprus,CY,911.33,1155.11,1.58,1.58,tsoc.org.cy,false,
2023-01-06 04:00:00,Cyprus,Cyprus,CY,912.32,1156.11,1.47,1.47,tsoc.org.cy,false,
2023-01-06 05:00:00,Cyprus,Cyprus,CY,889.66,1127.9,3.92,3.92,tsoc.org.cy,false,
2023-01-06 06:00:00,Cyprus,Cyprus,CY,744.4,948.18,19.61,19.61,tsoc.org.cy,false,
2023-01-06 07:00:00,Cyprus,Cyprus,CY,582.97,748.61,37.04,37.04,tsoc.org.cy,false,
2023-01-06 08:00:00,Cyprus,Cyprus,CY,502.62,649.25,45.72,45.72,tsoc.org.cy,false,
2023-01-06 09:00:00,Cyprus,Cyprus,CY,472.68,612.05,48.95,48.95,tsoc.org.cy,false,
2023-01-06 10:00:00,Cyprus,Cyprus,CY,479.86,620.78,48.18,48.18,tsoc.org.cy,false,
2023-01-06 11:00:00,Cyprus,Cyprus,CY,531.24,684.19,42.63,42.63,tsoc.org.cy,false,
2023-01-06 12:00:00,Cyprus,Cyprus,CY,639.41,817.91,30.95,30.95,tsoc.org.cy,false,
2023-01-06 13:00:00,Cyprus,Cyprus,CY,705.24,899.21,23.84,23.84,tsoc.org.cy,false,
2023-01-06 14:00:00,Cyprus,Cyprus,CY,846.65,1074.06,8.56,8.56,tsoc.org.cy,false,
2023-01-06 15:00:00,Cyprus,Cyprus,CY,879.59,1114.32,5.01,5.01,tsoc.org.cy,false,
2023-01-06 16:00:00,Cyprus,Cyprus,CY,875.49,1109.0,5.45,5.45,tsoc.org.cy,false,
2023-01-06 17:00:00,Cyprus,Cyprus,CY,865.53,1096.52,6.53,6.53,tsoc.org.cy,false,
2023-01-06 18:00:00,Cyprus,Cyprus,CY,869.8,1101.89,6.06,6.06,tsoc.org.cy,false,
2023-01-06 19:00:00,Cyprus,Cyprus,CY,866.59,1097.96,6.41,6.41,tsoc.org.cy,false,
2023-01-06 20:00:00,Cyprus,Cyprus,CY,872.2,1105.13,5.8,5.8,tsoc.org.cy,false,
2023-01-06 21:00:00,Cyprus,Cyprus,CY,844.71,1071.01,8.77,8.77,tsoc.org.cy,false,
2023-01-06 22:00:00,Cyprus,Cyprus,CY,855.49,1084.82,7.61,7.61,tsoc.org.cy,false,
2023-01-06 23:00:00,Cyprus,Cyprus,CY,837.07,1062.14,9.6,9.6,tsoc.org.cy,false,
2023-01-07 00:00:00,Cyprus,Cyprus,CY,799.57,1015.52,13.65,13.65,tsoc.org.cy,false,
2023-01-07 01:00:00,Cyprus,Cyprus,CY,759.6,965.7,17.96,17.96,tsoc.org.cy,false,
2023-01-07 02:00:00,Cyprus,Cyprus,CY,780.23,991.5,15.74,15.74,tsoc.org.cy,false,
2023-01-07 03:00:00,Cyprus,Cyprus,CY,790.41,1004.11,14.64,14.64,tsoc.org.cy,false,
2023-01-07 04:00:00,Cyprus,Cyprus,CY,872.51,1106.43,5.77,5.77,tsoc.org.cy,false,
2023-01-07 05:00:00,Cyprus,Cyprus,CY,880.2,1116.09,4.94,4.94,tsoc.org.cy,false,
2023-01-07 06:00:00,Cyprus,Cyprus,CY,754.59,960.4,18.51,18.51,tsoc.org.cy,false,
2023-01-07 07:00:00,Cyprus,Cyprus,CY,638.57,817.12,31.04,31.04,tsoc.org.cy,false,
2023-01-07 08:00:00,Cyprus,Cyprus,CY,543.93,700.08,41.26,41.26,tsoc.org.cy,false,
2023-01-07 09:00:00,Cyprus,Cyprus,CY,553.91,712.37,40.18,40.18,tsoc.org.cy,false,
2023-01-07 10:00:00,Cyprus,Cyprus,CY,572.68,735.53,38.15,38.15,tsoc.org.cy,false,
2023-01-07 11:00:00,Cyprus,Cyprus,CY,610.2,781.83,34.1,34.1,tsoc.org.cy,false,
2023-01-07 12:00:00,Cyprus,Cyprus,CY,639.7,818.31,30.91,30.91,tsoc.org.cy,false,
2023-01-07 13:00:00,Cyprus,Cyprus,CY,805.59,1023.52,13.0,13.0,tsoc.org.cy,false,
2023-01-07 14:00:00,Cyprus,Cyprus,CY,892.35,1130.57,3.63,3.63,tsoc.org.cy,false,
2023-01-07 15:00:00,Cyprus,Cyprus,CY,912.09,1154.73,1.5,1.5,tsoc.org.cy,false,
2023-01-07 16:00:00,Cyprus,Cyprus,CY,916.11,1159.63,1.06,1.06,tsoc.org.cy,false,
2023-01-07 17:00:00,Cyprus,Cyprus,CY,916.8,1160.5,0.99,0.99,tsoc.org.cy,false,
2023-01-07 18:00:00,Cyprus,Cyprus,CY,917.17,1161.04,0.95,0.95,tsoc.org.cy,false,
2023-01-07 19:00:00,Cyprus,Cyprus,CY,915.89,1159.55,1.09,1.09,tsoc.org.cy,false,
2023-01-07 20:00:00,Cyprus,Cyprus,CY,915.16,1158.8,1.17,1.17,tsoc.org.cy,false,
2023-01-07 21:00:00,Cyprus,Cyprus,CY,915.12,1158.96,1.17,1.17,tsoc.org.cy,false,
2023-01-07 22:00:00,Cyprus,Cyprus,CY,913.79,1157.6,1.31,1.31,tsoc.org.cy,false,
2023-01-07 23:00:00,Cyprus,Cyprus,CY,910.74,1154.12,1.64,1.64,tsoc.org.cy,false,
2023-01-08 00:00:00,Cyprus,Cyprus,CY,909.03,1152.2,1.83,1.83,tsoc.org.cy,false,
2023-01-08 01:00:00,Cyprus,Cyprus,CY,907.71,1150.69,1.97,1.97,tsoc.org.cy,false,
2023-01-08 02:00:00,Cyprus,Cyprus,CY,903.74,1145.76,2.4,2.4,tsoc.org.cy,false,
2023-01-08 03:00:00,Cyprus,Cyprus,CY,899.74,1140.71,2.83,2.83,tsoc.org.cy,false,
2023-01-08 04:00:00,Cyprus,Cyprus,CY,898.16,1138.55,3.0,3.0,tsoc.org.cy,false,
2023-01-08 05:00:00,Cyprus,Cyprus,CY,873.92,1108.31,5.62,5.62,tsoc.org.cy,false,
2023-01-08 06:00:00,Cyprus,Cyprus,CY,739.73,942.09,20.11,20.11,tsoc.org.cy,false,
2023-01-08 07:00:00,Cyprus,Cyprus,CY,593.76,761.54,35.88,35.88,tsoc.org.cy,false,
2023-01-08 08:00:00,Cyprus,Cyprus,CY,546.07,702.37,41.03,41.03,tsoc.org.cy,false,
2023-01-08 09:00:00,Cyprus,Cyprus,CY,531.92,684.87,42.55,42.55,tsoc.org.cy,false,
2023-01-08 10:00:00,Cyprus,Cyprus,CY,533.92,687.34,42.34,42.34,tsoc.org.cy,false,
2023-01-08 11:00:00,Cyprus,Cyprus,CY,570.31,732.25,38.41,38.41,tsoc.org.cy,false,
2023-01-08 12:00:00,Cyprus,Cyprus,CY,684.11,873.08,26.12,26.12,tsoc.org.cy,false,
2023-01-08 13:00:00,Cyprus,Cyprus,CY,791.73,1006.08,14.49,14.49,tsoc.org.cy,false,
2023-01-08 14:00:00,Cyprus,Cyprus,CY,870.04,1102.72,6.04,6.04,tsoc.org.cy,false,
2023-01-08 15:00:00,Cyprus,Cyprus,CY,885.83,1122.0,4.33,4.33,tsoc.org.cy,false,
2023-01-08 16:00:00,Cyprus,Cyprus,CY,879.83,1114.29,4.98,4.98,tsoc.org.cy,false,
2023-01-08 17:00:00,Cyprus,Cyprus,CY,863.59,1093.97,6.73,6.73,tsoc.org.cy,false,
2023-01-08 18:00:00,Cyprus,Cyprus,CY,866.38,1097.51,6.43,6.43,tsoc.org.cy,false,
2023-01-08 19:00:00,Cyprus,Cyprus,CY,875.79,1109.38,5.42,5.42,tsoc.org.cy,false,
2023-01-08 20:00:00,Cyprus,Cyprus,CY,882.94,1118.52,4.64,4.64,tsoc.org.cy,false,
2023-01-08 21:00:00,Cyprus,Cyprus,CY,868.57,1100.86,6.2,6.2,tsoc.org.cy,false,
2023-01-08 22:00:00,Cyprus,Cyprus,CY,870.09,1103.16,6.03,6.03,tsoc.org.cy,false,
2023-01-08 23:00:00,Cyprus,Cyprus,CY,878.3,1113.79,5.15,5.15,tsoc.org.cy,false,
2023-01-09 00:00:00,Cyprus,Cyprus,CY,857.65,1088.21,7.38,7.38,tsoc.org.cy,false,
2023-01-09 01:00:00,Cyprus,Cyprus,CY,835.08,1060.11,9.81,9.81,tsoc.org.cy,false,
2023-01-09 02:00:00,Cyprus,Cyprus,CY,813.83,1033.53,12.11,12.11,tsoc.org.cy,false,
2023-01-09 03:00:00,Cyprus,Cyprus,CY,814.4,1033.96,12.05,12.05,tsoc.org.cy,false,
2023-01-09 04:00:00,Cyprus,Cyprus,CY,841.82,1067.6,9.09,9.09,tsoc.org.cy,false,
2023-01-09 05:00:00,Cyprus,Cyprus,CY,840.77,1066.12,9.2,9.2,tsoc.org.cy,false,
2023-01-09 06:00:00,Cyprus,Cyprus,CY,757.98,963.71,18.14,18.14,tsoc.org.cy,false,
2023-01-09 07:00:00,Cyprus,Cyprus,CY,619.17,792.28,33.13,33.13,tsoc.org.cy,false,
2023-01-09 08:00:00,Cyprus,Cyprus,CY,547.47,703.63,40.88,40.88,tsoc.org.cy,false,
2023-01-09 09:00:00,Cyprus,Cyprus,CY,545.84,701.75,41.05,41.05,tsoc.org.cy,false,
2023-01-09 10:00:00,Cyprus,Cyprus,CY,582.47,746.95,37.09,37.09,tsoc.org.cy,false,
2023-01-09 11:00:00,Cyprus,Cyprus,CY,587.63,753.4,36.54,36.54,tsoc.org.cy,false,
2023-01-09 12:00:00,Cyprus,Cyprus,CY,616.62,789.33,33.41,33.41,tsoc.org.cy,false,
2023-01-09 13:00:00,Cyprus,Cyprus,CY,702.14,894.86,24.17,24.17,tsoc.org.cy,false,
2023-01-09 14:00:00,Cyprus,Cyprus,CY,844.26,1070.67,8.82,8.82,tsoc.org.cy,false,
2023-01-09 15:00:00,Cyprus,Cyprus,CY,895.89,1134.33,3.25,3.25,tsoc.org.cy,false,
2023-01-09 16:00:00,Cyprus,Cyprus,CY,898.06,1136.88,3.01,3.01,tsoc.org.cy,false,
2023-01-09 17:00:00,Cyprus,Cyprus,CY,903.31,1143.4,2.44,2.44,tsoc.org.cy,false,
2023-01-09 18:00:00,Cyprus,Cyprus,CY,908.22,1149.57,1.92,1.92,tsoc.org.cy,false,
2023-01-09 19:00:00,Cyprus,Cyprus,CY,908.73,1150.33,1.86,1.86,tsoc.org.cy,false,
2023-01-09 20:00:00,Cyprus,Cyprus,CY,908.11,1149.79,1.93,1.93,tsoc.org.cy,false,
2023-01-09 21:00:00,Cyprus,Cyprus,CY,910.37,1152.92,1.68,1.68,tsoc.org.cy,false,
2023-01-09 22:00:00,Cyprus,Cyprus,CY,903.85,1145.23,2.39,2.39,tsoc.org.cy,false,
2023-01-09 23:00:00,Cyprus,Cyprus,CY,897.0,1137.02,3.13,3.13,tsoc.org.cy,false,
2023-01-10 00:00:00,Cyprus,Cyprus,CY,895.88,1135.83,3.25,3.25,tsoc.org.cy,false,
2023-01-10 01:00:00,Cyprus,Cyprus,CY,900.74,1141.99,2.72,2.72,tsoc.org.cy,false,
2023-01-10 02:00:00,Cyprus,Cyprus,CY,904.13,1146.19,2.36,2.36,tsoc.org.cy,false,
2023-01-10 03:00:00,Cyprus,Cyprus,CY,909.79,1153.0,1.75,1.75,tsoc.org.cy,false,
2023-01-10 04:00:00,Cyprus,Cyprus,CY,912.3,1155.54,1.47,1.47,tsoc.org.cy,false,
2023-01-10 05:00:00,Cyprus,Cyprus,CY,895.72,1134.69,3.27,3.27,tsoc.org.cy,false,
2023-01-10 06:00:00,Cyprus,Cyprus,CY,784.39,996.97,15.29,15.29,tsoc.org.cy,false,
2023-01-10 07:00:00,Cyprus,Cyprus,CY,645.43,825.21,30.3,30.3,tsoc.org.cy,false,
2023-01-10 08:00:00,Cyprus,Cyprus,CY,559.36,718.87,39.59,39.59,tsoc.org.cy,false,
2023-01-10 09:00:00,Cyprus,Cyprus,CY,550.02,707.39,40.6,40.6,tsoc.org.cy,false,
2023-01-10 10:00:00,Cyprus,Cyprus,CY,558.31,717.7,39.7,39.7,tsoc.org.cy,false,
2023-01-10 11:00:00,Cyprus,Cyprus,CY,570.95,733.34,38.34,38.34,tsoc.org.cy,false,
2023-01-10 12:00:00,Cyprus,Cyprus,CY,623.24,797.94,32.69,32.69,tsoc.org.cy,false,
2023-01-10 13:00:00,Cyprus,Cyprus,CY,729.6,929.32,21.21,21.21,tsoc.org.cy,false,
2023-01-10 14:00:00,Cyprus,Cyprus,CY,873.26,1106.82,5.69,5.69,tsoc.org.cy,false,
2023-01-10 15:00:00,Cyprus,Cyprus,CY,907.77,1149.16,1.96,1.96,tsoc.org.cy,false,
2023-01-10 16:00:00,Cyprus,Cyprus,CY,907.44,1148.59,2.0,2.0,tsoc.org.cy,false,
2023-01-10 17:00:00,Cyprus,Cyprus,CY,903.32,1143.39,2.44,2.44,tsoc.org.cy,false,
2023-01-10 18:00:00,Cyprus,Cyprus,CY,899.99,1139.26,2.8,2.8,tsoc.org.cy,false,
2023-01-10 19:00:00,Cyprus,Cyprus,CY,889.89,1126.76,3.89,3.89,tsoc.org.cy,false,
2023-01-10 20:00:00,Cyprus,Cyprus,CY,888.46,1125.21,4.05,4.05,tsoc.org.cy,false,
2023-01-10 21:00:00,Cyprus,Cyprus,CY,879.29,1114.06,5.04,5.04,tsoc.org.cy,false,
2023-01-10 22:00:00,Cyprus,Cyprus,CY,864.19,1095.6,6.67,6.67,tsoc.org.cy,false,
2023-01-10 23:00:00,Cyprus,Cyprus,CY,846.27,1073.57,8.6,8.6,tsoc.org.cy,false,
